strHUC12RNG,strUC,intGapOrigin,intGapPres,intGapRepro,intGapSeas,Origin,Presence,Reproduction,Season
031601110301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402020101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060102040107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000081305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702040104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120602011101,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
031800020906,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050500011505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060400030903,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060400050805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030801030601,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090300020504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100050506,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121002030304,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
041503020601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050302031203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200120501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090202040605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010400020303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400020802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100011404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060200040302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500020104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300080202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
121003030507,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
050500070907,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051001010605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201070201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201090804,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600040604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401010302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030101020801,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801030401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051100010608,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400030309,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010700050204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010900040803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030202011102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501040604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501090101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031800020909,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040301080803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060300051001,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
071000091103,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200061203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080203040108,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010400020906,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020401060601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040601050707,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102801010803,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001021606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110702090604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020402070406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102051503,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902040103,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090300010802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090300060107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900040705,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080102070302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080102090202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020501070105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030402060103,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302040402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050200010704,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051401040901,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080903010401,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010100011308,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
040500030203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041100040501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000010202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000060804,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200030402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200050104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071402010106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020503040603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031401050105,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
050100080203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051100010805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080302080202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300032104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030602010710,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031001010704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040302021703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051301010104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400070603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080801020802,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
110701030305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700100705,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030602020306,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080606,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500070204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060200020701,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203010604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020501070805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030101020207,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030402060404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031401050201,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
110702020204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041503060101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051202040106,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050500030902,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201061202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070900050903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080302050206,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102021201,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100031002,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300010405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041300010901,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200070306,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080902030504,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
121002030404,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010500010707,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200040502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102050601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700050501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102902030305,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030701030302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030701030504,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000030306,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020402010407,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102030703,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402040602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080203020703,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010200030204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301020604,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051301010606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060200021303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102040401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102040702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051202080303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080403020104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110701050407,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120702030203,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030300060204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041000100201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000120101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051301010904,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070500060104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120702050407,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
020401030203,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031501080303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501080502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060102030405,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060102050605,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200080602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080401020603,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102901090302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031300100803,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601030706,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001020101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031501090403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051302050601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600060407,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120100041101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
011000030307,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
090201040505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010600020303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010700010307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010700060904,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030300060406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041300020603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041503020503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020700060501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020801020203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030501090305,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030601030207,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031001010902,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050400011903,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080202030801,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401010202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000080302,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041000080505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700010906,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101702031101,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201080708,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110300180402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050800011205,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300110703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401070601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080403050101,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120301060206,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
070200041104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110701030506,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401030502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020401060807,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201050402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020402070205,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031002080704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051302050805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070101010402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600010703,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401050111,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120100040604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070102060601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102060801,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070200121104,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080702050403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102400090201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111403030205,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050103,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120401010206,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120702040305,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
080203030511,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020801020408,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030202040803,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070200091004,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200040805,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402030203,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080402050405,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200040301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501020507,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
080202030605,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111101020310,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120602011108,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010100010312,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020402070302,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030502030204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031102050407,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060101040209,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203120107,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090300010306,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110902030204,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
110100020408,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110600010503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401060202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020700080803,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031501020806,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403030103,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051002020204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
060300050702,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070700020602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080402050205,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
102802020401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120200040704,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031200030207,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040102010707,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050500050404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070801071005,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000041002,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101030303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111401010503,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
030502030102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051202070901,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090300010905,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020100020301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020403020406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300040202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030300040304,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120100041004,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050403,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200050804,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
121002020305,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
041000080403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
051201060602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070102050304,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
120401030101,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120702010101,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
102702020204,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111102030102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020200080505,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031501020301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070600030601,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071000081503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071200021307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103002000402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
110100060109,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700070401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
070801050403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030901010602,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601110412,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
041201010303,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050902030401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111101040104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030902050303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040500030406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
020200061102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031300130102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031403040303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
111402050102,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051402011005,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300100401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071300100702,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080602010705,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030102010501,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030601061105,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
051201150506,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
103001011202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401090502,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
020403010306,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030702010401,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
060300050604,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120901070604,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
120901090801,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
121101110602,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
010200030301,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010500020904,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050600020401,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400050503,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300030108,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300050406,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070300050904,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
102702020606,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111401020110,bAMWOx,1,1,2,3,Native,Known/extant,Nonbreeding,Winter
111402090301,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040802050201,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070600040404,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
111403010307,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030201040303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300130303,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601110104,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
040601020402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
041402030202,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050301060402,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070400080105,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080702020404,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
110100010610,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030401030206,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
030801031605,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031300051402,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050901040403,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
090203020501,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
101701020603,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
010801010902,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
070700051502,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
030902040406,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031700010204,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
050200050307,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050200050602,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
050400030102,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
071401020802,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
080801020306,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
010300010504,bAMWOx,1,1,1,4,Native,Known/extant,Breeding,Summer
031601070202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
031601090202,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
120200020504,bAMWOx,1,1,3,1,Native,Known/extant,Both breeding and nonbreeding,Year-round
